Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
471,Tyus Jones,29,DEN,PG,8,0,5.8,0.5,1.6,.308,0.3,1.1,.222,0.3,0.5,.500,.385,0.0,0.1,.000,0.0,0.6,0.6,0.8,0.1,0.0,0.4,0.0,1.3,,jonesty01
472,Charles Bassey,25,3TM,C,8,0,6.6,1.3,2.0,.625,0.0,0.0,,1.3,2.0,.625,.625,0.4,0.9,.429,1.4,1.3,2.6,0.3,0.3,0.5,0.3,1.0,2.9,,bassech01
472,Charles Bassey,25,MEM,C,2,0,15.5,1.5,4.0,.375,0.0,0.0,,1.5,4.0,.375,.375,0.5,1.5,.333,3.5,4.0,7.5,1.0,0.5,0.5,0.5,2.5,3.5,,bassech01
472,Charles Bassey,25,PHI,C,1,0,5.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,bassech01
472,Charles Bassey,25,BOS,C,5,0,3.4,1.2,1.4,.857,0.0,0.0,,1.2,1.4,.857,.857,0.4,0.8,.500,0.8,0.4,1.2,0.0,0.2,0.4,0.2,0.6,2.8,,bassech01
473,Joan Beringer,19,MIN,PF,35,1,6.5,1.3,2.0,.652,0.0,0.0,,1.3,2.0,.652,.652,0.4,0.6,.619,0.9,0.9,1.9,0.2,0.1,0.4,0.2,1.1,2.9,,berinjo01
474,David Jones García,24,SAS,SF,11,0,6.2,1.2,2.3,.520,0.3,0.5,.600,0.9,1.8,.500,.580,0.3,0.5,.500,0.4,0.8,1.2,1.6,0.5,0.1,0.5,0.5,2.9,,jonesda06
475,Chris Paul,40,LAC,PG,16,0,14.3,1.1,3.5,.321,0.6,1.9,.333,0.5,1.6,.308,.411,0.1,0.1,.500,0.4,1.4,1.8,3.3,0.7,0.0,1.0,1.4,2.9,,paulch01
476,Duop Reath,29,POR,C,32,0,8.1,1.0,2.3,.446,0.7,1.7,.418,0.3,0.6,.526,.601,0.2,0.2,.833,0.3,0.9,1.2,0.3,0.2,0.3,0.2,0.9,2.9,,reathdu01
477,Trey Alexander,22,NOP,SG,5,0,8.4,1.2,1.8,.667,0.4,0.6,.667,0.8,1.2,.667,.778,0.0,0.0,,0.0,0.8,0.8,1.0,0.2,0.2,0.2,0.8,2.8,,alexatr01
478,Pat Connaughton,33,CHO,SG,39,0,7.4,1.0,2.1,.458,0.5,1.3,.412,0.4,0.8,.531,.584,0.3,0.5,.650,0.3,1.2,1.5,0.5,0.3,0.0,0.3,0.2,2.8,,connapa01
479,AJ Johnson,21,2TM,SG,44,0,8.8,1.0,3.2,.324,0.3,1.1,.229,0.8,2.1,.372,.363,0.4,0.5,.826,0.3,0.9,1.1,0.9,0.2,0.0,0.5,0.5,2.8,,johnsaj01
479,AJ Johnson,21,WAS,SG,25,0,8.6,1.1,3.3,.325,0.3,1.0,.280,0.8,2.3,.345,.367,0.4,0.5,.750,0.3,0.9,1.2,0.9,0.3,0.0,0.7,0.6,2.8,,johnsaj01
479,AJ Johnson,21,DAL,SG,19,0,9.1,1.0,3.1,.322,0.2,1.2,.174,0.8,1.9,.417,.356,0.5,0.6,.909,0.2,0.8,1.0,1.0,0.2,0.1,0.3,0.5,2.7,,johnsaj01
480,Yuki Kawamura,24,CHI,PG,13,0,10.9,0.7,2.2,.321,0.5,1.4,.333,0.2,0.8,.300,.429,0.9,1.0,.923,0.5,1.3,1.8,2.8,0.6,0.0,0.9,0.6,2.8,,kawamyu01
481,Christian Koloko,25,3TM,C,26,4,12.9,1.2,2.7,.435,0.0,0.3,.143,1.1,2.4,.468,.442,0.3,0.4,.727,1.1,1.7,2.8,0.7,0.5,0.8,0.5,1.7,2.7,,kolokch01
481,Christian Koloko,25,LAL,C,2,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,,kolokch01
481,Christian Koloko,25,MEM,C,11,2,17.7,1.3,3.2,.400,0.0,0.1,.000,1.3,3.1,.412,.400,0.1,0.4,.250,1.7,2.3,4.0,0.9,0.9,1.2,0.6,1.8,2.6,,kolokch01
481,Christian Koloko,25,ATL,C,13,2,10.4,1.2,2.6,.471,0.1,0.5,.167,1.2,2.2,.536,.485,0.5,0.5,1.000,0.7,1.5,2.2,0.5,0.3,0.7,0.5,1.8,3.1,,kolokch01
482,Kobe Bufkin,22,LAL,SG,13,1,7.2,0.9,3.2,.293,0.2,1.7,.136,0.7,1.5,.474,.329,0.6,0.6,1.000,0.1,0.6,0.7,0.4,0.2,0.2,0.3,0.5,2.7,,bufkiko01
483,Kevon Looney,29,NOP,C,19,6,13.4,1.2,2.8,.426,0.1,0.5,.111,1.2,2.4,.489,.435,0.3,0.4,.625,2.3,2.9,5.3,1.3,0.3,0.5,0.4,1.7,2.7,,looneke01
484,Khaman Maluach,19,PHO,C,42,0,8.2,1.0,2.0,.537,0.1,0.4,.200,1.0,1.6,.612,.555,0.5,0.7,.710,0.9,1.5,2.4,0.1,0.1,0.7,0.6,0.9,2.7,,maluakh01
485,Norchad Omier,24,LAC,PF,3,0,4.7,1.3,1.7,.800,0.0,0.3,.000,1.3,1.3,1.000,.800,0.0,0.0,,0.7,0.7,1.3,0.3,0.3,0.0,0.0,0.7,2.7,,omierno01
486,Antonio Reeves,25,CHO,SG,10,0,6.8,1.0,2.0,.500,0.7,1.3,.538,0.3,0.7,.429,.675,0.0,0.0,,0.2,0.6,0.8,0.3,0.1,0.0,0.1,0.3,2.7,,reevean01
487,Jae'Sean Tate,30,HOU,SF,42,0,8.4,1.1,2.3,.500,0.2,0.7,.300,0.9,1.6,.591,.547,0.2,0.2,.700,0.6,0.8,1.4,0.5,0.2,0.1,0.3,1.0,2.7,,tateja01
488,Julian Phillips,22,2TM,SF,44,2,8.4,1.0,2.3,.424,0.4,1.2,.315,0.6,1.0,.556,.510,0.3,0.4,.882,0.5,0.5,1.0,0.2,0.5,0.2,0.2,0.8,2.6,,phillju01
488,Julian Phillips,22,CHI,SF,35,2,9.5,1.1,2.5,.420,0.5,1.4,.327,0.6,1.1,.538,.511,0.3,0.3,.818,0.6,0.6,1.3,0.2,0.5,0.2,0.2,0.9,2.8,,phillju01
488,Julian Phillips,22,MIN,SF,9,0,4.1,0.6,1.2,.455,0.1,0.6,.200,0.4,0.7,.667,.500,0.7,0.7,1.000,0.0,0.2,0.2,0.2,0.4,0.1,0.1,0.1,1.9,,phillju01
489,Gary Harris,31,MIL,SG,46,2,13.7,0.9,2.1,.453,0.6,1.4,.422,0.3,0.7,.516,.595,0.2,0.2,.889,0.3,0.9,1.2,1.1,0.6,0.2,0.4,1.1,2.6,,harriga01
490,Jonathan Isaac,28,ORL,PF,52,0,10.0,0.9,2.1,.422,0.1,0.7,.184,0.8,1.4,.549,.454,0.7,1.1,.603,0.8,1.7,2.5,0.4,0.4,0.6,0.3,0.8,2.6,,isaacjo01
491,Malevy Leons,26,GSW,SF,21,1,9.7,1.0,2.5,.423,0.1,0.6,.231,0.9,1.9,.487,.452,0.3,0.5,.636,1.1,0.8,1.9,0.7,0.5,0.3,0.4,1.1,2.6,,leonsma01
492,E.J. Liddell,25,BRK,PF,21,0,9.7,1.0,2.7,.386,0.3,1.6,.212,0.7,1.1,.625,.447,0.2,0.3,.571,0.4,1.5,1.9,0.7,0.1,0.4,0.4,1.3,2.6,,liddeej01
493,Sean Pedulla,23,LAC,PG,5,0,5.2,1.0,2.6,.385,0.6,1.8,.333,0.4,0.8,.500,.500,0.0,0.0,,0.0,0.4,0.4,0.8,0.0,0.0,0.0,0.6,2.6,,pedulse01
494,Tyler Smith,21,DAL,PF,8,0,9.6,1.0,3.1,.320,0.4,2.0,.188,0.6,1.1,.556,.380,0.3,0.5,.500,1.0,1.8,2.8,0.3,0.3,0.0,0.4,0.8,2.6,,smithty02
495,Mo Bamba,27,2TM,C,4,0,11.0,1.3,2.8,.455,0.0,0.0,,1.3,2.8,.455,.455,0.0,0.0,,2.5,3.0,5.5,0.3,0.0,0.8,0.5,1.5,2.5,,bambamo01
495,Mo Bamba,27,TOR,C,2,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.0,,bambamo01
495,Mo Bamba,27,UTA,C,2,0,19.0,2.5,4.5,.556,0.0,0.0,,2.5,4.5,.556,.556,0.0,0.0,,4.5,5.5,10.0,0.5,0.0,1.0,1.0,2.0,5.0,,bambamo01
496,Chaz Lanier,24,DET,SG,29,0,7.9,0.9,2.7,.325,0.6,2.0,.305,0.2,0.6,.389,.442,0.2,0.2,.833,0.2,0.4,0.7,0.5,0.2,0.0,0.1,0.4,2.5,,laniech01
497,Koby Brea,23,PHO,SG,9,0,4.4,0.8,1.9,.412,0.7,1.6,.429,0.1,0.3,.333,.588,0.2,0.2,1.000,0.0,0.2,0.2,0.7,0.0,0.0,0.1,0.4,2.4,,breako01
498,Bronny James,21,LAL,SG,37,1,7.9,0.9,2.4,.391,0.4,1.1,.375,0.5,1.3,.404,.477,0.2,0.2,.857,0.1,0.4,0.5,1.1,0.4,0.1,0.5,0.6,2.4,,jamesbr02
499,Alijah Martin,24,TOR,SG,20,0,6.5,0.8,2.2,.341,0.2,1.0,.200,0.6,1.2,.458,.386,0.7,0.9,.778,0.5,0.6,1.1,0.5,0.4,0.2,0.3,0.5,2.4,,martial01
500,Lindy Waters III,28,SAS,SG,39,0,7.2,0.8,2.2,.372,0.7,2.0,.338,0.2,0.2,.667,.523,0.1,0.1,.667,0.1,0.6,0.7,0.5,0.1,0.0,0.2,0.6,2.4,,waterli01
501,Chris Boucher,33,BOS,PF,9,0,10.4,0.9,2.8,.320,0.2,1.7,.133,0.7,1.1,.600,.360,0.3,0.4,.750,0.2,1.8,2.0,0.3,0.6,0.8,0.1,1.9,2.3,,bouchch01
502,Yang Hansen,20,POR,C,41,1,7.2,0.8,2.4,.310,0.1,1.0,.119,0.6,1.4,.448,.335,0.7,0.8,.824,0.5,1.1,1.6,0.5,0.1,0.2,0.8,1.0,2.3,,yangha01
503,Caleb Houstan,23,ATL,SF,18,0,4.2,0.8,1.4,.538,0.6,1.2,.524,0.2,0.3,.600,.750,0.2,0.2,1.000,0.3,0.3,0.6,0.2,0.1,0.1,0.2,0.6,2.3,,houstca01
504,Luke Travers,24,CLE,SG,12,0,8.6,0.8,3.0,.250,0.1,1.3,.063,0.7,1.7,.400,.264,0.8,0.8,1.000,0.8,1.3,2.0,0.8,0.6,0.3,0.3,0.5,2.3,,travelu01
505,Chris Youngblood,23,2TM,SG,33,0,5.5,0.7,1.9,.349,0.5,1.6,.333,0.1,0.3,.444,.492,0.3,0.3,.900,0.2,0.6,0.8,0.4,0.1,0.1,0.1,0.6,2.2,,youngch01
505,Chris Youngblood,23,OKC,SG,32,0,5.4,0.6,1.9,.333,0.5,1.6,.314,0.1,0.3,.444,.467,0.3,0.3,.900,0.2,0.7,0.9,0.3,0.1,0.1,0.1,0.6,2.0,,youngch01
505,Chris Youngblood,23,POR,SG,1,0,9.0,2.0,3.0,.667,2.0,3.0,.667,0.0,0.0,,1.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,,youngch01
506,JD Davison,23,HOU,PG,27,0,7.1,0.8,2.0,.400,0.3,1.0,.286,0.5,1.0,.519,.473,0.3,0.5,.615,0.1,0.8,0.9,1.0,0.2,0.1,0.3,0.6,2.2,,davisjd01
507,Tristan Enaruna,24,CLE,SF,6,0,5.7,1.0,2.7,.375,0.2,0.8,.200,0.8,1.8,.455,.406,0.0,0.2,.000,0.8,0.7,1.5,0.5,0.2,0.0,0.3,0.2,2.2,,enarutr01
508,Andre Jackson Jr.,24,MIL,SG,44,1,7.8,0.8,2.3,.333,0.3,1.2,.283,0.4,1.1,.388,.407,0.3,0.5,.700,0.5,0.8,1.3,0.9,0.4,0.0,0.6,0.9,2.2,,jacksan01
509,Hunter Tyson,25,DEN,PF,21,2,7.7,0.7,2.5,.269,0.3,1.6,.212,0.3,0.9,.368,.337,0.5,0.6,.846,0.2,1.5,1.7,0.8,0.1,0.0,0.2,0.6,2.2,,tysonhu01
510,Jeff Green,39,HOU,PF,29,0,5.2,0.8,2.1,.383,0.4,1.4,.300,0.4,0.7,.550,.483,0.1,0.1,1.000,0.2,0.5,0.7,0.2,0.0,0.0,0.0,0.3,2.1,,greenje02
511,Maxi Kleber,34,LAL,PF,38,1,10.6,0.8,1.7,.460,0.2,0.6,.261,0.6,1.1,.575,.508,0.4,0.6,.583,0.8,1.2,2.0,0.6,0.4,0.3,0.4,1.4,2.1,,klebima01
512,Dalano Banton,26,2TM,PG,5,0,5.0,0.8,1.8,.444,0.0,0.0,,0.8,1.8,.444,.444,0.4,0.4,1.000,0.2,0.0,0.2,0.8,0.2,0.2,0.4,0.2,2.0,,bantoda01
512,Dalano Banton,26,LAC,PG,2,0,5.0,1.5,2.0,.750,0.0,0.0,,1.5,2.0,.750,.750,0.0,0.0,,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.0,3.0,,bantoda01
512,Dalano Banton,26,BOS,PG,3,0,5.0,0.3,1.7,.200,0.0,0.0,,0.3,1.7,.200,.200,0.7,0.7,1.000,0.0,0.0,0.0,0.7,0.0,0.3,0.3,0.3,1.3,,bantoda01
513,Colin Castleton,25,ORL,C,1,0,10.0,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,0.0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,2.0,1.0,2.0,,castlco01
514,Hunter Dickinson,25,NOP,C,1,0,5.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,,dickihu01
515,Trentyn Flowers,20,CHI,SF,2,0,3.0,1.0,1.5,.667,0.0,0.5,.000,1.0,1.0,1.000,.667,0.0,0.0,,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,2.0,,flowetr01
516,Keshon Gilbert,22,WAS,PG,3,0,16.0,0.3,1.3,.250,0.0,0.7,.000,0.3,0.7,.500,.250,1.3,1.3,1.000,0.7,1.0,1.7,1.0,0.7,1.3,2.0,1.0,2.0,,gilbeke01
517,Colby Jones,23,DET,SG,1,0,7.0,1.0,3.0,.333,0.0,2.0,.000,1.0,1.0,1.000,.333,0.0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,,jonesco02
518,Johnny Juzang,24,MIN,SG,21,0,4.2,0.8,1.8,.421,0.3,1.1,.250,0.5,0.7,.714,.500,0.2,0.4,.625,0.2,0.6,0.8,0.3,0.1,0.0,0.2,0.1,2.0,,juzanjo01
519,Jordan McLaughlin,29,SAS,PG,41,0,6.5,0.8,1.8,.413,0.4,1.0,.410,0.4,0.9,.417,.520,0.1,0.1,.800,0.1,0.5,0.7,0.9,0.5,0.0,0.4,0.3,2.0,,mclaujo01
520,Wendell Moore Jr.,24,DET,SG,5,0,10.8,0.8,1.4,.571,0.0,0.2,.000,0.8,1.2,.667,.571,0.4,0.4,1.000,0.2,1.0,1.2,0.6,0.4,0.4,0.2,0.2,2.0,,moorewe01
521,Alex Morales,28,ORL,PG,1,0,12.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,1.0,2.0,3.0,4.0,0.0,0.0,2.0,4.0,2.0,,moralal01
522,Lachlan Olbrich,22,CHI,C,32,0,7.1,0.8,1.6,.500,0.1,0.4,.167,0.7,1.2,.605,.520,0.3,0.9,.393,0.8,1.4,2.2,0.7,0.2,0.1,0.4,1.1,2.0,,olbrila01
523,Zyon Pullin,24,MIN,SG,2,0,3.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,1.0,1.0,1.000,0.0,0.0,0.0,1.5,0.5,0.0,1.0,1.0,2.0,,pullizy01
524,Payton Sandfort,23,OKC,SF,2,0,3.5,0.5,2.5,.200,0.5,2.0,.250,0.0,0.5,.000,.300,0.5,1.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,0.5,2.5,2.0,,sandfpa01
525,Ariel Hukporti,23,NYK,C,52,4,8.8,0.7,1.3,.544,0.0,0.1,.250,0.7,1.2,.563,.551,0.5,0.6,.788,1.0,1.8,2.8,0.5,0.2,0.5,0.6,1.2,1.9,,hukpoar01
526,Harrison Ingram,23,SAS,SF,6,0,3.3,0.8,1.0,.833,0.2,0.2,1.000,0.7,0.8,.800,.917,0.0,0.0,,0.5,0.0,0.5,0.2,0.0,0.0,0.2,0.3,1.8,,ingraha01
527,Bobi Klintman,22,DET,SF,12,0,5.9,0.8,2.3,.333,0.3,1.1,.308,0.4,1.2,.357,.407,0.0,0.3,.000,0.4,1.2,1.6,0.5,0.3,0.0,0.5,0.9,1.8,,klintbo01
528,Isaiah Livers,27,PHO,PF,36,0,9.6,0.6,1.8,.344,0.3,1.1,.300,0.3,0.7,.417,.438,0.3,0.3,.750,0.5,1.2,1.7,0.6,0.4,0.2,0.3,0.8,1.8,,liveris01
529,Cody Martin,30,IND,SF,4,0,13.8,0.5,2.5,.200,0.0,1.3,.000,0.5,1.3,.400,.200,0.8,1.5,.500,0.3,3.3,3.5,0.5,1.0,0.5,1.0,1.3,1.8,,martico01
530,Kevin McCullar Jr.,24,NYK,SF,20,0,6.5,0.7,1.8,.389,0.3,0.9,.333,0.4,0.9,.444,.472,0.1,0.3,.400,0.5,0.8,1.3,1.0,0.4,0.0,0.6,0.9,1.8,,mcculke01
531,Orlando Robinson,25,ORL,C,4,1,6.3,0.8,1.3,.600,0.3,0.5,.500,0.5,0.8,.667,.700,0.0,0.0,,0.5,0.5,1.0,0.8,0.3,0.0,0.0,0.8,1.8,,robinor01
532,TyTy Washington Jr.,24,LAC,PG,12,0,6.0,0.8,1.6,.474,0.3,0.7,.375,0.5,0.9,.545,.553,0.0,0.0,,0.1,0.3,0.3,1.3,0.3,0.2,0.3,0.4,1.8,,washity02
533,Jahmir Young,25,MIA,PG,11,0,4.6,0.7,2.0,.364,0.2,0.7,.250,0.5,1.3,.429,.409,0.2,0.2,1.000,0.2,0.2,0.4,0.5,0.1,0.0,0.3,0.5,1.8,,youngja05
534,Jacob Toppin,25,ATL,SF,5,0,3.4,0.8,1.2,.667,0.0,0.0,,0.8,1.2,.667,.667,0.0,0.0,,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,1.6,,toppija01
535,Mason Plumlee,35,2TM,C,19,2,8.2,0.5,0.7,.769,0.0,0.0,,0.5,0.7,.769,.769,0.5,0.7,.643,0.8,1.8,2.6,1.0,0.5,0.0,0.6,0.8,1.5,,plumlma01
535,Mason Plumlee,35,CHO,C,14,2,8.9,0.6,0.9,.750,0.0,0.0,,0.6,0.9,.750,.750,0.6,0.9,.667,0.7,2.1,2.9,1.1,0.4,0.0,0.6,0.7,1.9,,plumlma01
535,Mason Plumlee,35,SAS,C,5,0,6.2,0.2,0.2,1.000,0.0,0.0,,0.2,0.2,1.000,1.000,0.2,0.4,.500,1.2,0.8,2.0,0.6,0.8,0.0,0.6,1.2,0.6,,plumlma01
536,Buddy Boeheim,26,OKC,SF,4,0,3.8,0.5,1.5,.333,0.5,1.5,.333,0.0,0.0,,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,,boehebu01
537,Jonathan Mogbo,24,TOR,PF,35,0,6.3,0.7,1.2,.561,0.0,0.0,.000,0.7,1.1,.575,.561,0.2,0.3,.583,0.5,1.2,1.7,0.6,0.3,0.2,0.3,0.6,1.5,,mogbojo01
538,Rocco Zikarsky,19,MIN,C,4,0,4.0,0.8,1.3,.600,0.0,0.0,,0.8,1.3,.600,.600,0.0,0.0,,0.5,0.8,1.3,0.0,0.0,0.8,0.0,0.3,1.5,,zikarro01
539,Xavier Tillman Sr.,27,2TM,C,28,1,6.4,0.6,1.5,.395,0.1,0.6,.167,0.5,0.9,.560,.430,0.0,0.1,.250,0.7,0.8,1.5,0.5,0.3,0.2,0.3,0.5,1.4,,tillmxa01
539,Xavier Tillman Sr.,27,BOS,C,14,1,7.9,1.0,2.2,.452,0.2,1.1,.200,0.8,1.1,.688,.500,0.0,0.0,,0.7,1.1,1.8,0.4,0.4,0.1,0.4,0.6,2.2,,tillmxa01
539,Xavier Tillman Sr.,27,CHO,C,14,0,4.8,0.2,0.9,.250,0.0,0.2,.000,0.2,0.6,.333,.250,0.1,0.3,.250,0.6,0.5,1.1,0.6,0.1,0.2,0.2,0.4,0.5,,tillmxa01
540,Adou Thiero,21,LAL,SF,21,0,5.1,0.5,1.0,.455,0.0,0.0,.000,0.5,1.0,.476,.455,0.4,0.6,.750,0.3,0.6,1.0,0.3,0.2,0.1,0.2,0.8,1.4,,thierad01
541,Alex Antetokounmpo,24,MIL,SF,3,0,3.7,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,1.3,2.0,.667,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.3,,antetal01
542,Brooks Barnhizer,23,OKC,SG,37,0,7.6,0.5,1.4,.373,0.1,0.5,.294,0.4,0.9,.412,.422,0.1,0.2,.667,0.4,1.3,1.7,0.5,0.2,0.1,0.2,0.6,1.3,,barnhbr01
543,Isaiah Crawford,24,HOU,SF,13,0,5.8,0.5,1.4,.333,0.2,0.8,.200,0.3,0.6,.500,.389,0.2,0.3,.750,0.2,0.6,0.8,0.3,0.2,0.2,0.2,0.2,1.3,,crawfis01
544,Pacôme Dadiet,20,NYK,SG,27,0,3.9,0.4,1.3,.314,0.2,0.9,.240,0.2,0.4,.500,.400,0.2,0.2,1.000,0.1,0.7,0.8,0.4,0.1,0.0,0.1,0.2,1.3,,dadiepa01
545,Nigel Hayes-Davis,31,PHO,SF,27,0,7.2,0.6,1.7,.326,0.1,0.6,.125,0.5,1.1,.433,.348,0.1,0.1,.500,0.4,0.8,1.2,0.3,0.3,0.1,0.3,0.6,1.3,,hayesni01
546,Curtis Jones,24,DEN,SG,7,0,4.7,0.6,2.0,.286,0.1,1.3,.111,0.4,0.7,.600,.321,0.0,0.0,,0.1,0.6,0.7,0.6,0.1,0.0,0.1,0.4,1.3,,jonescu01
547,Kyle Lowry,39,PHI,PG,13,0,8.7,0.3,1.5,.200,0.3,1.5,.200,0.0,0.0,,.300,0.4,0.5,.833,0.0,0.7,0.7,0.8,0.2,0.2,0.3,0.6,1.3,,lowryky01
548,David Roddy,24,DEN,PF,3,0,4.7,0.3,1.7,.200,0.0,1.3,.000,0.3,0.3,1.000,.200,0.7,0.7,1.000,0.3,1.3,1.7,0.7,0.3,0.0,0.0,0.7,1.3,,roddyda01
549,Amari Williams,24,BOS,PF,21,2,6.5,0.4,0.9,.474,0.0,0.0,,0.4,0.9,.474,.474,0.5,0.7,.714,0.4,1.4,1.9,0.4,0.1,0.5,0.5,0.8,1.3,,william01
550,Isaac Jones,25,2TM,PF,6,1,4.3,0.5,1.0,.500,0.0,0.3,.000,0.5,0.7,.750,.500,0.2,0.3,.500,0.3,0.5,0.8,0.2,0.0,0.2,0.0,0.7,1.2,,jonesis01
550,Isaac Jones,25,SAC,PF,3,1,5.7,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.3,0.7,.500,0.7,0.0,0.7,0.3,0.0,0.0,0.0,1.3,1.0,,jonesis01
550,Isaac Jones,25,DET,PF,3,0,3.0,0.7,1.3,.500,0.0,0.3,.000,0.7,1.0,.667,.500,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.3,0.0,0.0,1.3,,jonesis01
551,Thanasis Antetokounmpo,33,MIL,SF,31,0,3.7,0.4,0.8,.458,0.0,0.1,.000,0.4,0.7,.524,.458,0.5,0.8,.625,0.3,0.6,0.9,0.3,0.4,0.2,0.3,0.5,1.2,,antetth01
552,Javonte Cooke,26,POR,SG,19,0,4.9,0.5,2.2,.220,0.2,1.2,.130,0.3,0.9,.333,.256,0.1,0.1,1.000,0.2,0.8,1.0,0.4,0.3,0.0,0.5,0.3,1.2,,cookeja01
553,Dillon Jones,24,NYK,SF,6,0,4.5,0.2,1.0,.167,0.2,0.7,.250,0.0,0.3,.000,.250,0.7,0.7,1.000,0.3,0.7,1.0,0.7,0.3,0.0,0.0,0.8,1.2,,jonesdi01
554,CJ Huntley,24,PHO,SF,2,0,3.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,,huntlcj01
555,Hunter Sallis,22,PHI,SG,7,0,3.7,0.4,0.7,.600,0.0,0.0,,0.4,0.7,.600,.600,0.1,0.3,.500,0.0,0.1,0.1,0.6,0.0,0.1,0.7,0.3,1.0,,sallihu01
556,Dario Šarić,31,SAC,C,5,0,8.2,0.2,1.2,.167,0.2,0.6,.333,0.0,0.6,.000,.250,0.4,0.4,1.000,0.2,1.0,1.2,0.4,0.0,0.0,0.4,0.6,1.0,,saricda01
557,Olivier Sarr,26,CLE,C,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,2.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,sarrol01
558,Stanley Umude,26,SAS,SG,2,0,3.5,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,1.0,,umudest01
559,Bismack Biyombo,33,SAS,C,24,1,5.7,0.3,0.6,.571,0.0,0.0,,0.3,0.6,.571,.571,0.2,0.3,.714,0.2,0.8,1.0,0.2,0.2,0.1,0.3,1.1,0.9,,biyombi01
560,Johni Broome,23,PHI,C,11,0,5.0,0.4,2.2,.167,0.0,0.5,.000,0.4,1.7,.211,.167,0.2,0.5,.333,0.6,0.8,1.5,0.4,0.3,0.2,0.3,0.6,0.9,,broomjo01
561,N'Faly Dante,24,ATL,C,4,0,3.8,0.3,1.0,.250,0.0,0.0,,0.3,1.0,.250,.250,0.3,0.3,1.000,0.8,1.0,1.8,0.0,0.5,0.0,0.3,0.3,0.8,,nfalyda01
562,Markelle Fultz,27,TOR,PG,5,0,7.2,0.4,2.2,.182,0.0,0.0,,0.4,2.2,.182,.182,0.0,0.0,,0.0,0.2,0.2,1.6,0.4,0.0,0.8,0.4,0.8,,fultzma01
563,Vladislav Goldin,24,MIA,C,5,0,2.8,0.4,0.6,.667,0.0,0.0,,0.4,0.6,.667,.667,0.0,0.0,,0.2,0.6,0.8,0.4,0.0,0.2,0.2,0.6,0.8,,goldivl01
564,Joe Ingles,38,MIN,SF,25,0,4.1,0.3,0.5,.538,0.1,0.3,.375,0.2,0.2,.800,.654,0.1,0.1,1.000,0.0,0.4,0.4,0.8,0.3,0.0,0.4,0.2,0.8,,inglejo01
565,Trey Jemison,26,NYK,C,11,0,5.5,0.4,0.6,.571,0.0,0.0,,0.4,0.6,.571,.571,0.1,0.1,1.000,0.7,0.7,1.5,0.3,0.1,0.2,0.5,0.8,0.8,,jemistr01
566,Drew Peterson,26,CHO,PF,6,0,10.7,0.3,2.7,.125,0.0,2.0,.000,0.3,0.7,.500,.125,0.2,0.3,.500,0.5,1.0,1.5,0.3,0.5,0.2,0.0,0.5,0.8,,peterdr01
567,Garrett Temple,39,TOR,SG,21,0,3.3,0.1,0.7,.214,0.1,0.5,.182,0.0,0.1,.333,.286,0.3,0.4,.667,0.0,0.3,0.4,0.4,0.1,0.1,0.3,0.3,0.7,,templga01
